Stonecoil Serpent,"[0, False]"
Walking Ballista,"[0, False]"
Phyrexian Revoker,"[0, False]"
Porcelain Legionnaire,"[0, False]"
Metalworker,"[0, False]"
Phyrexian Metamorph,"[0, False]"
Lodestone Golem,"[0, False]"
Solemn Simulacrum,"[0, False]"
"Golos, Tireless Pilgrim","[0, False]"
Kuldotha Forgemaster,"[0, False]"
Wurmcoil Engine,"[0, False]"
Blightsteel Colossus,"[0, False]"
"Emrakul, the Aeons Torn","[0, False]"
"Emrakul, the Promised End","[0, False]"
"Kozilek, Butcher of Truth","[0, False]"
Myr Battlesphere,"[0, False]"
Sphinx of the Steel Wind,"[0, False]"
Sundering Titan,"[0, False]"
"Ulamog, the Ceaseless Hunger","[0, False]"
"Ulamog, the Infinite Gyre","[0, False]"
"Karn, Scion of Urza","[0, False]"
Karn Liberated,"[0, False]"
"Ugin, the Spirit Dragon","[0, False]"
Gitaxian Probe,"[0, False]"
Black Lotus,"[0, False]"
Chrome Mox,"[0, False]"
Everflowing Chalice,"[0, False]"
Lion's Eye Diamond,"[0, False]"
Lotus Bloom,"[0, False]"
Lotus Petal,"[0, False]"
Mana Crypt,"[0, False]"
Mana Vault,"[0, False]"
Mox Diamond,"[0, False]"
Mox Emerald,"[0, False]"
Mox Jet,"[0, False]"
Mox Pearl,"[0, False]"
Mox Ruby,"[0, False]"
Mox Sapphire,"[0, False]"
Sensei's Divining Top,"[0, False]"
Skullclamp,"[0, False]"
Sol Ring,"[0, False]"
Zuran Orb,"[0, False]"
Azorius Signet,"[0, False]"
Boros Signet,"[0, False]"
Dimir Signet,"[0, False]"
Golgari Signet,"[0, False]"
Grim Monolith,"[0, False]"
Gruul Signet,"[0, False]"
Izzet Signet,"[0, False]"
Lightning Greaves,"[0, False]"
Orzhov Signet,"[0, False]"
Rakdos Signet,"[0, False]"
Scroll Rack,"[0, False]"
Selesnya Signet,"[0, False]"
Simic Signet,"[0, False]"
Smuggler's Copter,"[0, False]"
Umezawa's Jitte,"[0, False]"
Winter Orb,"[0, False]"
Basalt Monolith,"[0, False]"
Coalition Relic,"[0, False]"
Crucible of Worlds,"[0, False]"
Sword of Feast and Famine,"[0, False]"
Sword of Fire and Ice,"[0, False]"
Tangle Wire,"[0, False]"
Worn Powerstone,"[0, False]"
Coercive Portal,"[0, False]"
Smokestack,"[0, False]"
Thran Dynamo,"[0, False]"
Batterskull,"[0, False]"
Gilded Lotus,"[0, False]"
Memory Jar,"[0, False]"
Mindslaver,"[0, False]"
Ancient Tomb,"[0, False]"
Bazaar of Baghdad,"[0, False]"
Dark Depths,"[0, False]"
Field of the Dead,"[0, False]"
Library of Alexandria,"[0, False]"
Mana Confluence,"[0, False]"
Maze of Ith,"[0, False]"
Mishra's Factory,"[0, False]"
Mishra's Workshop,"[0, False]"
Mutavault,"[0, False]"
Prismatic Vista,"[0, False]"
Rishadan Port,"[0, False]"
Strip Mine,"[0, False]"
The Tabernacle at Pendrell Vale,"[0, False]"
Thespian's Stage,"[0, False]"
Wasteland,"[0, False]"
Usher of the Fallen,"[0, False]"
"Vorinclex, Monstrous Raider","[0, False]"
"Valki, God of Lies","[0, False]"
